"pk","timestamp","confidence","price"
"pepe#price","1713831542002","0.0000000123","0.0000068711"
"pepe#price","1713831542003","0.0000000153","0.0000068722"
"pepe#price","1713831543000","0.0000000141","0.0000068741"
"pepe#price","1713831543001","0.0000000142","0.0000068733"
"pepe#price","1713831544000","0.0000000146","0.0000068746"
"pepe#price","1713831544001","0.0000000148","0.0000068748"
"pepe#price","1713831545000","0.0000000134","0.000006875"
"pepe#price","1713831545001","0.0000000139","0.000006875"
"pepe#price","1713831545002","0.0000000141","0.000006875"
"pepe#price","1713831546000","0.0000000149","0.000006875"
"pepe#price","1713831547000","0.0000000149","0.000006875"
"pepe#price","1713831547001","0.000000013","0.0000068754"
"pepe#price","1713831547002","0.000000014","0.0000068755"
"pepe#price","1713831547003","0.0000000123","0.0000068752"
"pepe#price","1713831548000","0.0000000123","0.0000068754"
"pepe#price","1713831548001","0.0000000124","0.000006876"
"pepe#price","1713831549000","0.0000000128","0.0000068756"
"pepe#price","1713831549001","0.0000000125","0.000006875"
"pepe#price","1713831550000","0.0000000157","0.0000068707"
"pepe#price","1713831550001","0.0000000162","0.0000068707"
"pepe#price","1713831550002","0.0000000161","0.0000068714"
"pepe#price","1713831551000","0.0000000144","0.0000068731"
"pepe#price","1713831552000","0.0000000128","0.0000068747"
"pepe#price","1713831552001","0.0000000144","0.000006875"
"pepe#price","1713831552002","0.0000000142","0.000006875"
"pepe#price","1713831553000","0.0000000149","0.000006875"
"pepe#price","1713831553001","0.000000015","0.000006875"
"pepe#price","1713831553002","0.000000015","0.000006875"
"pepe#price","1713831554000","0.0000000142","0.000006875"
"pepe#price","1713831554001","0.0000000134","0.000006875"
"pepe#price","1713831555000","0.0000000125","0.000006875"
"pepe#price","1713831555001","0.0000000134","0.000006875"
"pepe#price","1713831556000","0.000000012","0.000006875"
"pepe#price","1713831557000","0.000000012","0.000006875"
"pepe#price","1713831557001","0.000000012","0.000006875"
"pepe#price","1713831557002","0.0000000119","0.000006875"
"pepe#price","1713831557003","0.0000000126","0.000006875"
"pepe#price","1713831557004","0.0000000134","0.000006875"
"pepe#price","1713831558000","0.0000000139","0.0000068739"
"pepe#price","1713831558001","0.0000000156","0.0000068708"
"pepe#price","1713831559000","0.0000000163","0.0000068706"
"pepe#price","1713831559001","0.0000000165","0.0000068699"
"pepe#price","1713831560000","0.0000000171","0.0000068693"
"pepe#price","1713831560001","0.0000000123","0.0000068681"
"pepe#price","1713831560002","0.0000000124","0.0000068676"
"pepe#price","1713831561000","0.0000000135","0.0000068676"
"pepe#price","1713831562000","0.0000000134","0.0000068675"
"pepe#price","1713831562001","0.0000000117","0.0000068679"
"pepe#price","1713831562002","0.0000000118","0.0000068676"
"pepe#price","1713831562003","0.0000000133","0.0000068674"
"pepe#price","1713831563000","0.0000000123","0.0000068681"
"pepe#price","1713831563001","0.0000000133","0.0000068678"
"pepe#price","1713831564000","0.0000000135","0.0000068676"
"pepe#price","1713831564001","0.0000000134","0.0000068675"
"pepe#price","1713831565000","0.0000000113","0.0000068675"
"pepe#price","1713831565001","0.0000000114","0.0000068676"
"pepe#price","1713831565002","0.0000000119","0.0000068675"
"pepe#price","1713831566000","0.0000000119","0.0000068675"
"pepe#price","1713831567000","0.000000012","0.0000068674"
"pepe#price","1713831567001","0.0000000143","0.000006865"
"pepe#price","1713831567002","0.0000000144","0.000006865"
"pepe#price","1713831567003","0.0000000143","0.000006865"
"pepe#price","1713831568000","0.0000000143","0.000006865"
"pepe#price","1713831568001","0.0000000143","0.0000068651"
"pepe#price","1713831569000","0.0000000149","0.0000068651"
"pepe#price","1713831569001","0.0000000144","0.000006865"
"pepe#price","1713831570000","0.0000000144","0.000006865"
"pepe#price","1713831570001","0.0000000136","0.0000068655"
"pepe#price","1713831570002","0.0000000138","0.0000068653"
"pepe#price","1713831571000","0.0000000137","0.0000068653"
"pepe#price","1713831572000","0.000000014","0.000006865"
"pepe#price","1713831572001","0.0000000147","0.0000068633"
"pepe#price","1713831572002","0.0000000154","0.000006862"
"pepe#price","1713831572003","0.0000000149","0.0000068615"
"pepe#price","1713831573000","0.0000000137","0.00000686"
"pepe#price","1713831573001","0.0000000156","0.0000068599"
"pepe#price","1713831574000","0.000000014","0.0000068597"
"pepe#price","1713831574001","0.0000000167","0.0000068613"
"pepe#price","1713831575000","0.0000000162","0.0000068624"
"pepe#price","1713831575001","0.0000000148","0.0000068649"
"pepe#price","1713831575002","0.0000000142","0.000006865"
"pepe#price","1713831575003","0.0000000134","0.000006865"
"pepe#price","1713831576000","0.0000000134","0.000006865"
"pepe#price","1713831576001","0.0000000134","0.000006865"
"pepe#price","1713831577000","0.0000000119","0.000006865"
"pepe#price","1713831577001","0.0000000119","0.000006865"
"pepe#price","1713831578000","0.0000000143","0.0000068626"
"pepe#price","1713831578001","0.0000000159","0.0000068621"
"pepe#price","1713831578002","0.0000000168","0.000006861"
"pepe#price","1713831579000","0.0000000164","0.00000686"
"pepe#price","1713831580000","0.0000000173","0.00000686"
"pepe#price","1713831580001","0.0000000137","0.00000686"
"pepe#price","1713831580002","0.0000000131","0.0000068617"
"pepe#price","1713831580003","0.0000000131","0.0000068617"
"pepe#price","1713831581000","0.0000000148","0.0000068625"
"pepe#price","1713831581001","0.0000000169","0.0000068625"
"pepe#price","1713831582000","0.0000000163","0.000006863"
"pepe#price","1713831582001","0.000000016","0.0000068633"
"pepe#price","1713831583000","0.0000000158","0.0000068635"
"pepe#price","1713831583001","0.0000000166","0.0000068624"
"pepe#price","1713831583002","0.0000000137","0.00000686"
"pepe#price","1713831584000","0.0000000145","0.0000068588"
"pepe#price","1713831585000","0.0000000152","0.0000068581"
"pepe#price","1713831585001","0.000000013","0.0000068588"
"pepe#price","1713831585002","0.0000000121","0.0000068581"
"pepe#price","1713831585003","0.0000000135","0.0000068591"
"pepe#price","1713831586000","0.0000000132","0.0000068582"
"pepe#price","1713831586001","0.0000000122","0.0000068582"
"pepe#price","1713831587000","0.0000000144","0.0000068582"
"pepe#price","1713831587001","0.0000000128","0.0000068578"
"pepe#price","1713831588000","0.0000000121","0.0000068579"
"pepe#price","1713831588001","0.0000000141","0.0000068593"
"pepe#price","1713831588002","0.0000000142","0.00000686"
"pepe#price","1713831589000","0.0000000148","0.0000068614"
"pepe#price","1713831590000","0.0000000119","0.000006862"
"pepe#price","1713831590001","0.0000000117","0.000006862"
"pepe#price","1713831590002","0.0000000112","0.0000068625"
"pepe#price","1713831590003","0.0000000161","0.0000068629"
"pepe#price","1713831591000","0.0000000135","0.0000068629"
"pepe#price","1713831591001","0.0000000143","0.00000686"
"pepe#price","1713831592000","0.0000000147","0.000006859"
"pepe#price","1713831592001","0.0000000155","0.0000068588"
"pepe#price","1713831593000","0.0000000152","0.0000068585"
"pepe#price","1713831593001","0.0000000136","0.0000068578"
"pepe#price","1713831593002","0.0000000125","0.0000068581"
"pepe#price","1713831594000","0.0000000123","0.0000068578"
"pepe#price","1713831595000","0.0000000115","0.0000068578"
"pepe#price","1713831595001","0.0000000117","0.000006858"
"pepe#price","1713831595002","0.0000000135","0.0000068577"
"pepe#price","1713831595003","0.0000000123","0.0000068581"
"pepe#price","1713831596000","0.000000012","0.0000068586"
"pepe#price","1713831596001","0.0000000134","0.0000068576"
"pepe#price","1713831597000","0.0000000129","0.0000068575"
"pepe#price","1713831597001","0.0000000117","0.0000068575"
"pepe#price","1713831598000","0.0000000119","0.0000068577"
"pepe#price","1713831598001","0.000000014","0.0000068576"
"pepe#price","1713831599000","0.0000000139","0.0000068575"
"pepe#price","1713831599001","0.0000000118","0.0000068576"
"pepe#price","1713831600000","0.0000000119","0.0000068577"
"pepe#price","1713831600001","0.0000000139","0.0000068575"
"pepe#price","1713831601000","0.0000000139","0.0000068575"
"pepe#price","1713831601001","0.0000000119","0.0000068577"
"pepe#price","1713831602000","0.0000000119","0.0000068577"
"pepe#price","1713831602001","0.0000000119","0.0000068577"
"pepe#price","1713831602002","0.0000000132","0.000006859"
"pepe#price","1713831603000","0.0000000131","0.0000068594"
"pepe#price","1713831604000","0.0000000123","0.00000686"
"pepe#price","1713831604001","0.0000000119","0.0000068581"
"pepe#price","1713831604002","0.0000000126","0.0000068577"
"pepe#price","1713831605000","0.000000013","0.0000068581"
"pepe#price","1713831605001","0.0000000146","0.0000068578"
"pepe#price","1713831606000","0.0000000144","0.0000068575"
"pepe#price","1713831606001","0.000000014","0.0000068576"
"pepe#price","1713831607000","0.0000000123","0.0000068577"
"pepe#price","1713831607001","0.0000000121","0.0000068584"
"pepe#price","1713831607002","0.0000000132","0.0000068595"
"pepe#price","1713831608000","0.0000000134","0.00000686"
"pepe#price","1713831609000","0.0000000115","0.00000686"
"pepe#price","1713831609001","0.0000000144","0.0000068592"
"pepe#price","1713831609002","0.0000000148","0.0000068599"
"pepe#price","1713831609003","0.0000000149","0.00000686"
"pepe#price","1713831610000","0.0000000149","0.00000686"
"pepe#price","1713831610001","0.0000000174","0.0000068625"
"pepe#price","1713831611000","0.000000018","0.0000068625"
"pepe#price","1713831611001","0.000000018","0.0000068631"
"pepe#price","1713831612000","0.0000000124","0.0000068638"
"pepe#price","1713831612001","0.0000000124","0.0000068638"
"pepe#price","1713831612002","0.0000000137","0.0000068638"
"pepe#price","1713831613000","0.0000000137","0.0000068638"
"pepe#price","1713831614000","0.000000013","0.0000068649"
"pepe#price","1713831614001","0.0000000128","0.0000068649"
"pepe#price","1713831614002","0.000000013","0.0000068649"
"pepe#price","1713831614003","0.000000014","0.0000068649"
"pepe#price","1713831615000","0.000000014","0.0000068649"
"pepe#price","1713831615001","0.0000000137","0.0000068638"
"pepe#price","1713831616000","0.0000000128","0.0000068635"
"pepe#price","1713831616001","0.0000000141","0.0000068649"
"pepe#price","1713831617000","0.0000000119","0.000006865"
"pepe#price","1713831617001","0.0000000119","0.000006865"
"pepe#price","1713831618000","0.0000000118","0.000006865"
"pepe#price","1713831618001","0.0000000133","0.0000068649"
"pepe#price","1713831619000","0.0000000133","0.0000068649"
"pepe#price","1713831619001","0.0000000133","0.0000068649"
"pepe#price","1713831619002","0.0000000129","0.000006865"
"pepe#price","1713831619003","0.0000000119","0.000006865"
"pepe#price","1713831620000","0.0000000119","0.000006865"
"pepe#price","1713831620001","0.0000000141","0.0000068649"
"pepe#price","1713831621000","0.0000000141","0.0000068649"
"pepe#price","1713831621001","0.0000000141","0.0000068649"
"pepe#price","1713831622000","0.0000000144","0.000006865"
"pepe#price","1713831622001","0.0000000119","0.000006865"
"pepe#price","1713831622002","0.0000000126","0.000006865"
"pepe#price","1713831623000","0.0000000117","0.0000068649"
"pepe#price","1713831623001","0.0000000144","0.000006865"
"pepe#price","1713831623002","0.000000014","0.000006865"
"pepe#price","1713831624000","0.000000014","0.000006865"
"pepe#price","1713831624001","0.0000000122","0.0000068653"
"pepe#price","1713831625000","0.0000000125","0.000006865"
"pepe#price","1713831625001","0.0000000115","0.0000068651"
"pepe#price","1713831626000","0.0000000125","0.000006865"
"pepe#price","1713831626001","0.000000014","0.000006865"
"pepe#price","1713831627000","0.000000014","0.000006865"
"pepe#price","1713831627001","0.0000000125","0.000006865"
"pepe#price","1713831628000","0.0000000137","0.000006865"
"pepe#price","1713831628001","0.0000000139","0.000006865"
"pepe#price","1713831629000","0.0000000139","0.000006865"
"pepe#price","1713831629001","0.0000000125","0.000006865"
"pepe#price","1713831629002","0.0000000125","0.000006865"
"pepe#price","1713831630000","0.0000000117","0.0000068652"
"pepe#price","1713831631000","0.0000000117","0.0000068653"
"pepe#price","1713831631001","0.0000000117","0.0000068653"
"pepe#price","1713831631002","0.0000000115","0.0000068657"
"pepe#price","1713831632000","0.000000012","0.0000068656"
"pepe#price","1713831633000","0.0000000151","0.0000068652"
"pepe#price","1713831633001","0.0000000142","0.000006865"
"pepe#price","1713831633002","0.0000000149","0.0000068657"
"pepe#price","1713831633003","0.0000000108","0.0000068661"
"pepe#price","1713831634000","0.0000000112","0.0000068674"
"pepe#price","1713831634001","0.0000000113","0.0000068662"
"pepe#price","1713831635000","0.0000000112","0.0000068675"
"pepe#price","1713831635001","0.0000000116","0.0000068674"
"pepe#price","1713831636000","0.0000000149","0.0000068657"
"pepe#price","1713831636001","0.0000000166","0.0000068657"
"pepe#price","1713831637000","0.0000000165","0.0000068656"
"pepe#price","1713831637001","0.0000000149","0.0000068657"
"pepe#price","1713831638000","0.0000000119","0.0000068658"
"pepe#price","1713831638001","0.0000000141","0.0000068653"
"pepe#price","1713831638002","0.0000000138","0.000006865"
